"FileName","TestParameter","TestLag","RegressionModel","Collection","ForwardPValue","ForwardIntersection","ForwardBeta","BackwardPValue","BackwardIntersection","BackwardBeta","Std","Result"
"AR_PINE_BLUFF.csv","Max.Temperature",1,"train_liear",4,2.93031089735437e-23,9.5453254574955,0.607275798361262,7.50394472348901e-77,9.15731621997354,0.615721335384853,4.72999985402611,"TRUE"
"AR_PINE_BLUFF.csv","Max.Temperature",1,"train_liear",5,4.84751960025427e-44,9.48320422925592,0.665825108781365,6.15112642274653e-173,9.12390139866876,0.670497823528522,3.66514124889968,"TRUE"
"AR_PINE_BLUFF.csv","Max.Temperature",1,"train_liear",6,9.77690744286225e-37,9.4118608020536,0.709582727645449,1.01640627125944e-203,9.06074207225593,0.715442397961742,3.08938271565932,"TRUE"
"AR_PINE_BLUFF.csv","Max.Temperature",1,"train_liear",7,1.15171339438877e-33,9.27216626702136,0.727411050966496,1.17706848785253e-168,9.60908597747267,0.716742142882623,2.9664234789612,"TRUE"
"AR_PINE_BLUFF.csv","Max.Temperature",1,"train_liear",8,5.99709358924868e-65,9.62367806292352,0.713747722397713,1.49633653685836e-160,9.72702723152866,0.713031631908996,3.31499512378537,"TRUE"
"AR_PINE_BLUFF.csv","Max.Temperature",1,"train_liear",9,1.51969305230711e-37,8.05443845036813,0.732826593794761,1.42442150336936e-210,8.62218576511802,0.72340902662318,3.98505097484469,"TRUE"
"AR_PINE_BLUFF.csv","Max.Temperature",1,"train_liear",10,3.98309995308039e-28,6.83493324037254,0.719522342394504,5.79950379925034e-177,7.34608867198068,0.712658201092082,4.69712862795037,"TRUE"
"AR_PINE_BLUFF.csv","Max.Temperature",1,"train_liear",11,4.54686999986977e-28,5.590680300579,0.679951652004453,4.73323115393362e-85,5.88548454021851,0.683746220786605,5.52517228059232,"TRUE"
"AR_PINE_BLUFF.csv","Max.Temperature",1,"train_liear",12,1.24610878112288e-28,3.99838948431277,0.681360214357599,7.77839068488366e-37,4.24779174245066,0.67655146371115,6.3078830425696,"TRUE"
"CA_SACRAMENTO_5_ESE.csv","Max.Temperature",1,"train_liear",1,2.8030645851161e-11,3.18597566392158,0.743067022866877,6.69956363403576e-10,3.02447627498766,0.743993837209464,3.41468842017553,"FALSE"
"CA_SACRAMENTO_5_ESE.csv","Max.Temperature",1,"train_liear",2,1.38599739244512e-10,3.85871309525143,0.758830821779744,1.40678155117803e-08,3.6497751100605,0.759011324686823,3.48863828138236,"FALSE"
"CA_SACRAMENTO_5_ESE.csv","Max.Temperature",1,"train_liear",3,2.05858516680137e-34,4.15792017645809,0.779331671723011,7.28057317422521e-48,4.13923415606182,0.770625357016223,4.1633568057819,"TRUE"
"CA_SACRAMENTO_5_ESE.csv","Max.Temperature",1,"train_liear",4,7.23273273715867e-130,8.08617742060414,0.63498262699928,1.12770616668651e-101,8.01987735766423,0.629145456131216,4.9544008186255,"FALSE"
"CA_SACRAMENTO_5_ESE.csv","Max.Temperature",1,"train_liear",5,2.84044162505682e-93,8.75907044191126,0.666050246282205,2.89731416943111e-76,8.5433669179817,0.664628720830806,5.38936179144858,"FALSE"
"CA_SACRAMENTO_5_ESE.csv","Max.Temperature",1,"train_liear",6,1.21615128767205e-72,10.2114533759459,0.665063686644001,1.17626594324941e-57,9.89675919656417,0.667044064262363,5.23031133358746,"FALSE"
"CA_SACRAMENTO_5_ESE.csv","Max.Temperature",1,"train_liear",7,2.2787350163437e-12,10.1944635662686,0.693763493341524,9.50759167801015e-33,9.9127094881878,0.700704444448395,4.21186527426922,"TRUE"
"CA_SACRAMENTO_5_ESE.csv","Max.Temperature",1,"train_liear",8,1.8090034069657e-06,9.81315755956391,0.69728271768975,5.3254417768059e-41,10.071738127577,0.692084026461919,4.14134161032416,"TRUE"
"CA_SACRAMENTO_5_ESE.csv","Max.Temperature",1,"train_liear",9,6.64958092943712e-20,6.8318501822911,0.768481544768185,1.38688555500524e-91,7.43098268403174,0.758152491005764,4.67807739385333,"TRUE"
"CA_SACRAMENTO_5_ESE.csv","Max.Temperature",1,"train_liear",10,1.24391040591073e-24,5.0018420052489,0.791501244914212,7.47434835945638e-84,5.16291872040955,0.79928331722911,4.37339584480486,"TRUE"
"CA_SACRAMENTO_5_ESE.csv","Max.Temperature",1,"train_liear",11,7.84009438383606e-32,3.59849857342416,0.787111374693836,3.20545735387438e-34,3.64061366029224,0.805600298020457,3.41257539431531,"TRUE"
"CA_SACRAMENTO_5_ESE.csv","Max.Temperature",1,"train_liear",12,7.51943898717125e-10,3.1116933716389,0.737256589410276,9.48774848492327e-08,3.31828244096691,0.739276821236537,3.31161780515566,"FALSE"
"CO_FT_COLLINS_1064912.csv","Max.Temperature",1,"train_liear",1,7.32569672967767e-15,1.81888667834053,0.664612998674997,8.96731410492639e-21,1.78762116456091,0.660116275777036,7.27085328900804,"TRUE"
"CO_FT_COLLINS_1064912.csv","Max.Temperature",1,"train_liear",2,2.71013415158428e-08,2.2023284217882,0.695479476052787,1.7025166487465e-17,1.95398062601825,0.700341862177617,7.29791879044244,"TRUE"
"CO_FT_COLLINS_1064912.csv","Max.Temperature",1,"train_liear",3,6.13124148150587e-09,3.53942313592745,0.688965707682205,2.73979148349433e-33,3.21402929016053,0.690302463092711,7.14749779104504,"TRUE"
"CO_FT_COLLINS_1064912.csv","Max.Temperature",1,"train_liear",4,8.57233008454514e-06,5.87127711610692,0.639895373552796,1.48202754053292e-57,5.53416567134993,0.646312626660233,6.46975195272634,"TRUE"
"CO_FT_COLLINS_1064912.csv","Max.Temperature",1,"train_liear",5,5.78975099461906e-07,7.35084391132066,0.65131416599756,4.03575868237621e-50,6.81715041858683,0.664215889006852,5.62024190697039,"TRUE"
"CO_FT_COLLINS_1064912.csv","Max.Temperature",1,"train_liear",6,7.04300740122886e-11,8.98910147181236,0.667380173627691,5.68588590269373e-35,8.20705058525545,0.683141408185878,4.6035671286844,"TRUE"
"CO_FT_COLLINS_1064912.csv","Max.Temperature",1,"train_liear",7,0.0364532803115314,12.0875625543269,0.592285693105604,6.83063924318107e-45,12.0201447849203,0.593448012669329,3.82632409962567,"TRUE"
"CO_FT_COLLINS_1064912.csv","Max.Temperature",1,"train_liear",8,5.04757923444215e-07,13.396157094028,0.530043353844037,4.5047146546258e-66,13.623214816839,0.526037681913712,3.6320808963619,"TRUE"
"CO_FT_COLLINS_1064912.csv","Max.Temperature",1,"train_liear",9,2.63686015022549e-19,9.24683070597608,0.6103107813021,1.57212440483028e-110,9.60046199570315,0.607634789040355,5.23238507218856,"TRUE"
"CO_FT_COLLINS_1064912.csv","Max.Temperature",1,"train_liear",10,2.6521704403862e-07,6.17249085120861,0.638635457024913,2.46447184761608e-74,6.82211477602844,0.629619754257171,5.8677232376811,"TRUE"
"CO_FT_COLLINS_1064912.csv","Max.Temperature",1,"train_liear",11,9.45968314245584e-11,3.47535130422619,0.656626599669945,1.88715312585502e-34,3.7335799077183,0.658859938798968,6.60184251205003,"TRUE"
"CO_FT_COLLINS_1064912.csv","Max.Temperature",1,"train_liear",12,6.1501040560973e-08,1.94765283782194,0.646311488744912,6.65079233964257e-12,2.21747256599705,0.638362314469675,6.80234373340406,"TRUE"
"CO_FT_COLLINS.csv","Max.Temperature",1,"train_liear",1,7.87825971642975e-15,1.81888667834053,0.664612998674997,7.91210257224767e-21,1.78762116456091,0.660116275777036,7.27085328900804,"TRUE"
"CO_FT_COLLINS.csv","Max.Temperature",1,"train_liear",2,3.48680965937439e-08,2.2023284217882,0.695479476052787,1.55796530310743e-17,1.95398062601825,0.700341862177617,7.29791879044244,"TRUE"
"CO_FT_COLLINS.csv","Max.Temperature",1,"train_liear",3,5.57665050598038e-09,3.53942313592745,0.688965707682205,1.94100252017307e-32,3.21402929016053,0.690302463092711,7.14749779104504,"TRUE"
"CO_FT_COLLINS.csv","Max.Temperature",1,"train_liear",4,1.33630616206023e-05,5.87127711610692,0.639895373552796,1.54411326196677e-57,5.53416567134993,0.646312626660233,6.46975195272634,"TRUE"
"CO_FT_COLLINS.csv","Max.Temperature",1,"train_liear",5,6.52765104938743e-07,7.35084391132066,0.65131416599756,6.94718855939881e-51,6.81715041858683,0.664215889006852,5.62024190697039,"TRUE"
"CO_FT_COLLINS.csv","Max.Temperature",1,"train_liear",6,2.15502990252525e-10,8.99474335076512,0.666928782914588,3.97664809047218e-34,8.22501995417877,0.682002203447506,4.59809175490811,"TRUE"
"CO_FT_COLLINS.csv","Max.Temperature",1,"train_liear",7,0.0486642217348769,12.1102405031126,0.591180039244822,2.91131204681897e-44,12.0430652545919,0.592478779841508,3.8290191091464,"TRUE"
"CO_FT_COLLINS.csv","Max.Temperature",1,"train_liear",8,4.9015738021264e-07,13.3819001210721,0.530540637164963,5.28312006261983e-65,13.6216987675477,0.52601206766063,3.62959413261074,"TRUE"
"CO_FT_COLLINS.csv","Max.Temperature",1,"train_liear",9,2.12112099778764e-18,9.2501349875104,0.610009048202434,6.73122501540523e-111,9.60051012739213,0.607540108596917,5.23563034856004,"TRUE"
"CO_FT_COLLINS.csv","Max.Temperature",1,"train_liear",10,2.63156974321591e-07,6.17249085120861,0.638635457024913,8.78039864583819e-76,6.82211477602844,0.629619754257171,5.8677232376811,"TRUE"
"CO_FT_COLLINS.csv","Max.Temperature",1,"train_liear",11,3.55863914205341e-11,3.47535130422619,0.656626599669945,1.11069133737419e-34,3.7335799077183,0.658859938798968,6.60184251205003,"TRUE"
"CO_FT_COLLINS.csv","Max.Temperature",1,"train_liear",12,7.03352584327054e-08,1.94765283782194,0.646311488744912,5.03267442221443e-12,2.21747256599705,0.638362314469675,6.80234373340406,"TRUE"
"IA_ALGONA_3_W.csv","Max.Temperature",1,"train_liear",1,1.67786083790918e-56,-1.22931945133094,0.698225312459147,3.89906649892011e-66,-1.24857685655586,0.693543168373047,7.23464431628102,"TRUE"
"IA_ALGONA_3_W.csv","Max.Temperature",1,"train_liear",2,5.87814763149769e-18,-0.248021104215155,0.719857966669439,9.4328652446761e-33,-0.604231807852992,0.72880798353599,6.74435489209639,"TRUE"
"IA_ALGONA_3_W.csv","Max.Temperature",1,"train_liear",3,3.18035965385023e-31,1.63481397986043,0.757871263954884,2.65974211792685e-52,1.1367984891425,0.754372263945557,7.01829631476723,"TRUE"
"IA_ALGONA_3_W.csv","Max.Temperature",1,"train_liear",4,3.65800493428891e-09,4.49047235153386,0.715297623924055,8.03525239831625e-09,3.95821979351302,0.719214150513738,6.60536544673684,"Inconclusive"
"IA_ALGONA_3_W.csv","Max.Temperature",1,"train_liear",5,2.060701749613e-11,6.94148785850469,0.68798210599156,3.8152390312968e-22,6.15859498711556,0.70940448510059,5.62815299594446,"TRUE"
"IA_ALGONA_3_W.csv","Max.Temperature",1,"train_liear",6,1.11368686179403e-05,8.67594995800718,0.680486127113293,3.91689815524421e-22,8.10413929306671,0.692370515815809,4.43644050816635,"TRUE"
"IA_ALGONA_3_W.csv","Max.Temperature",1,"train_liear",7,3.03045376827608e-36,12.4545332437135,0.570947400726841,1.37859038233224e-64,12.3753658130519,0.573938633068931,4.06444481519121,"TRUE"
"IA_ALGONA_3_W.csv","Max.Temperature",1,"train_liear",8,1.00085689478111e-09,9.3190438308111,0.66037937828543,2.95081087029496e-32,9.54180982502258,0.656445611585253,3.85045449444982,"TRUE"
"IA_ALGONA_3_W.csv","Max.Temperature",1,"train_liear",9,2.8331436520048e-08,7.08674397667358,0.688268674300403,1.20626420727178e-25,7.49254221634649,0.684544002215701,5.019401718338,"TRUE"
"IA_ALGONA_3_W.csv","Max.Temperature",1,"train_liear",10,1.18580973784041e-10,4.40409003825525,0.717955656968159,1.30419630345826e-15,5.12041834790755,0.706099443632813,6.02447398881212,"TRUE"
"IA_ALGONA_3_W.csv","Max.Temperature",1,"train_liear",11,7.47802475427048e-09,1.35932614406736,0.737697980795599,1.12575106049565e-12,1.99139767635443,0.732444839940784,6.47268820565962,"TRUE"
"IA_ALGONA_3_W.csv","Max.Temperature",1,"train_liear",12,3.33563680793838e-29,-0.556515859784476,0.721168459347125,1.00576949175019e-37,-0.302530454350427,0.723207997027201,6.72641424654896,"TRUE"
"IA_BELLE_PLAINE.csv","Max.Temperature",1,"train_liear",1,9.61867473803361e-23,-0.575547398037443,0.687328225660035,2.86399938788681e-47,-0.59907839251356,0.677410831187388,7.1071625781738,"TRUE"
"IA_BELLE_PLAINE.csv","Max.Temperature",1,"train_liear",2,2.31744717511534e-10,0.363107082949016,0.700812730054958,6.45326683935983e-24,-0.013808346260748,0.71251067148816,6.76788864517991,"TRUE"
"IA_BELLE_PLAINE.csv","Max.Temperature",1,"train_liear",3,1.1514190052051e-42,2.3778311400833,0.727222701164478,1.0767165027871e-34,1.89716360007014,0.726098745204133,6.9606122868836,"FALSE"
"IA_BELLE_PLAINE.csv","Max.Temperature",1,"train_liear",4,1.73225406187273e-05,5.43319979118951,0.676746438775932,1.99285010469674e-06,4.93271105255059,0.683770647057783,6.2734750079206,"Inconclusive"
"IA_BELLE_PLAINE.csv","Max.Temperature",1,"train_liear",5,1.0012339281275e-06,7.30185180543013,0.68044826915725,2.159983072739e-48,6.83440287437444,0.688992681757225,5.27001875408559,"TRUE"
"IA_BELLE_PLAINE.csv","Max.Temperature",1,"train_liear",6,2.05036128717259e-08,8.73353977252198,0.684175106683707,1.3383439650292e-32,7.84177279727266,0.70765446541837,4.30529959428014,"TRUE"
"IA_BELLE_PLAINE.csv","Max.Temperature",1,"train_liear",7,2.4790979506632e-16,9.7808871583422,0.671948396617734,3.35568570053259e-40,9.78952385750042,0.671135207455377,3.83257064811333,"TRUE"
"IA_BELLE_PLAINE.csv","Max.Temperature",1,"train_liear",8,9.81173707884022e-18,10.3782672409044,0.634909076050305,6.13500738304119e-33,10.7074225444534,0.627275381131355,3.9043876696288,"TRUE"
"IA_BELLE_PLAINE.csv","Max.Temperature",1,"train_liear",9,3.49678151957747e-06,7.30480294051745,0.693035904833226,8.32946044885006e-28,7.72424949650005,0.688799489440659,4.9298212667878,"TRUE"
"IA_BELLE_PLAINE.csv","Max.Temperature",1,"train_liear",10,6.58060414327747e-06,4.69879090513616,0.718746196260253,1.38095129278291e-11,5.3557238237664,0.710941048061459,5.83123784064825,"TRUE"
"IA_BELLE_PLAINE.csv","Max.Temperature",1,"train_liear",11,5.7763252739968e-31,2.16150782942373,0.703470602443249,7.02438646339767e-18,2.76867994159731,0.698550160235769,6.26857196935755,"FALSE"
"IA_BELLE_PLAINE.csv","Max.Temperature",1,"train_liear",12,1.33399079983631e-21,-0.00333365795917253,0.704774551455806,8.96973810640922e-28,0.25608766142648,0.701377077173319,6.56370798489071,"TRUE"
"IA_CARROLL.csv","Max.Temperature",1,"train_liear",1,2.22587898838897e-25,-0.556825844966857,0.705036013651265,3.21106676431475e-39,-0.554698129932341,0.702814656533384,7.45144902881024,"TRUE"
"IA_CARROLL.csv","Max.Temperature",1,"train_liear",2,9.51000919305411e-05,0.309921943315085,0.719905642089795,4.5866727125344e-06,-0.0624465847589104,0.723028403875681,7.16837753587444,"TRUE"
"IA_CARROLL.csv","Max.Temperature",1,"train_liear",3,3.31145651129549e-41,2.25774107288545,0.730789788632101,2.75289252601672e-32,1.85206921326006,0.725492677152427,7.49266681347581,"FALSE"
"IA_CARROLL.csv","Max.Temperature",1,"train_liear",4,3.1390207279095e-08,5.39077908091447,0.678021265041827,2.03205081472383e-12,4.85239872525843,0.686403118824577,6.66139612031175,"TRUE"
"IA_CARROLL.csv","Max.Temperature",1,"train_liear",5,6.9200843454467e-06,7.65451693572818,0.666768785439435,1.36907260173116e-41,6.88412703734712,0.685559154111295,5.55682323976348,"TRUE"
"IA_CARROLL.csv","Max.Temperature",1,"train_liear",6,0.00145785524746567,8.80240567263741,0.685213660042586,1.47503051719271e-39,8.21726189828361,0.696696144516469,4.44299413684051,"TRUE"
"IA_CARROLL.csv","Max.Temperature",1,"train_liear",7,7.1774554186398e-11,10.2081092260478,0.662066425590131,5.35497888170494e-44,10.0280623765924,0.667500403312344,3.83938804572661,"TRUE"
"IA_CARROLL.csv","Max.Temperature",1,"train_liear",8,2.14255909059878e-08,10.0147090203028,0.650445315568781,2.00464169940005e-49,10.3899120709154,0.641028039960835,4.00088176350794,"TRUE"
"IA_CARROLL.csv","Max.Temperature",1,"train_liear",9,0.000100675125538984,7.39491502862936,0.690795284496345,1.76811614855129e-55,7.77740904045943,0.688520411408039,5.12774174786804,"TRUE"
"IA_CARROLL.csv","Max.Temperature",1,"train_liear",10,1.01321048629845e-11,4.65673618109073,0.721900577905208,3.52693184822152e-22,5.43103922027286,0.708651309652974,6.09368709583271,"TRUE"
"IA_CARROLL.csv","Max.Temperature",1,"train_liear",11,8.56908600989951e-16,1.93869913424624,0.723946757116793,1.02053317266703e-09,2.47075877330664,0.720728183223008,6.56554475597462,"FALSE"
"IA_CARROLL.csv","Max.Temperature",1,"train_liear",12,3.02281085605403e-17,-0.0268759196434777,0.713213665872579,2.34503295005029e-13,0.229419880814483,0.71120121012679,6.90981008828785,"FALSE"
"IA_CEDAR_RAPIDS_NO_1.csv","Max.Temperature",1,"train_liear",1,2.51570048373295e-28,-0.491813404471948,0.70455140737928,3.9741904444251e-53,-0.46575413643614,0.698302873147528,6.97705929789164,"TRUE"
"IA_CEDAR_RAPIDS_NO_1.csv","Max.Temperature",1,"train_liear",2,2.23467928733853e-09,0.380212763602853,0.722834756888608,1.03229803956645e-34,0.0139837781894125,0.730285208065359,6.67996618728275,"TRUE"
"IA_CEDAR_RAPIDS_NO_1.csv","Max.Temperature",1,"train_liear",3,4.04374665090048e-30,2.2167143125867,0.754734955414469,2.68800950349838e-44,1.78634601388286,0.747977969731043,6.89836866873858,"TRUE"
"IA_CEDAR_RAPIDS_NO_1.csv","Max.Temperature",1,"train_liear",4,6.29702611386215e-11,4.92428092119241,0.714723015418546,2.94512899961696e-13,4.35519943151605,0.72430303620692,6.23585118394212,"TRUE"
"IA_CEDAR_RAPIDS_NO_1.csv","Max.Temperature",1,"train_liear",5,4.16855738678176e-18,7.0961259913757,0.695096689928842,8.78696542694127e-32,6.38054076253879,0.711907830232177,5.2301405648133,"TRUE"
"IA_CEDAR_RAPIDS_NO_1.csv","Max.Temperature",1,"train_liear",6,5.45109390378322e-13,8.12912890757067,0.710143244353349,2.32730380764207e-29,7.80066750470658,0.71358539601264,4.17278408669146,"TRUE"
"IA_CEDAR_RAPIDS_NO_1.csv","Max.Temperature",1,"train_liear",7,4.08089162688402e-19,9.66167030855511,0.679552591957369,2.81362577630036e-30,9.46390795926497,0.685623399096861,3.69694440650192,"TRUE"
"IA_CEDAR_RAPIDS_NO_1.csv","Max.Temperature",1,"train_liear",8,1.97863758021194e-19,9.86560011277621,0.654770099477814,2.3172583230526e-21,10.1383929645999,0.649039692804238,3.74089562154173,"TRUE"
"IA_CEDAR_RAPIDS_NO_1.csv","Max.Temperature",1,"train_liear",9,2.61012396559095e-11,6.66106547378901,0.720500775236261,5.26277928025856e-30,7.19611434360287,0.713351643577461,4.80168518648097,"TRUE"
"IA_CEDAR_RAPIDS_NO_1.csv","Max.Temperature",1,"train_liear",10,1.29968824498765e-11,4.37020283133871,0.740984552835864,1.00983267521585e-12,4.91501354931805,0.735813051572886,5.69940665950522,"TRUE"
"IA_CEDAR_RAPIDS_NO_1.csv","Max.Temperature",1,"train_liear",11,2.06238478003297e-29,2.0329334630533,0.720138064461479,1.72903351380949e-24,2.60741990274399,0.719687297550124,6.15843354687457,"FALSE"
"IA_CEDAR_RAPIDS_NO_1.csv","Max.Temperature",1,"train_liear",12,3.68605748678393e-23,0.0146766253937118,0.721583654220445,4.69166152164675e-37,0.280574009032318,0.721634249719234,6.40290167465183,"TRUE"
"IA_CLARINDA.csv","Max.Temperature",1,"train_liear",1,6.57267905926279e-19,0.11880966017598,0.689426187899947,1.87111065566223e-26,0.127721798969986,0.682567589133394,7.45871895986641,"TRUE"
"IA_CLARINDA.csv","Max.Temperature",1,"train_liear",2,0.000447709261788922,1.0324023368355,0.709468233635661,2.43585353272545e-06,0.699293032149436,0.715124365069113,7.4780309049895,"TRUE"
"IA_CLARINDA.csv","Max.Temperature",1,"train_liear",3,7.562569361878e-30,3.13649782802526,0.709572130071407,1.48892340867979e-25,2.67637730539102,0.709440963430178,7.54225234045575,"FALSE"
"IA_CLARINDA.csv","Max.Temperature",1,"train_liear",4,3.12243761202242e-05,6.21359358018121,0.656293711032167,4.53199492144251e-11,5.75439126103448,0.664452820590378,6.39723479459237,"TRUE"
"IA_CLARINDA.csv","Max.Temperature",1,"train_liear",5,4.4931557867848e-09,8.08851177495322,0.659122862125437,1.96947830724318e-39,7.39749789214924,0.675522711918869,5.2964534601846,"TRUE"
"IA_CLARINDA.csv","Max.Temperature",1,"train_liear",6,0.00137490657161621,8.8125453612075,0.693353186230325,2.23753480933959e-36,8.21041233190633,0.70509448696568,4.22235909167199,"TRUE"
"IA_CLARINDA.csv","Max.Temperature",1,"train_liear",7,3.59495830255692e-22,10.1296238788107,0.674675003236525,8.76179498601818e-64,9.91684084061696,0.679667609932166,3.92082942789246,"TRUE"
"IA_CLARINDA.csv","Max.Temperature",1,"train_liear",8,1.4905820696956e-11,9.65345329635616,0.674876773501694,6.30415910798012e-47,10.072372016814,0.665299847004263,4.08724754853899,"TRUE"
"IA_CLARINDA.csv","Max.Temperature",1,"train_liear",9,6.23911823588043e-08,7.7585388742975,0.690058504546384,5.56365711396419e-55,7.99759891611898,0.692854122565705,5.00665811343837,"TRUE"
"IA_CLARINDA.csv","Max.Temperature",1,"train_liear",10,7.2544999661511e-13,5.28789251516641,0.711145145556801,1.59535609103823e-27,5.94994758176041,0.701506179213093,5.89179327615799,"TRUE"
"IA_CLARINDA.csv","Max.Temperature",1,"train_liear",11,4.89153664225706e-24,2.93025257597651,0.67750670480076,9.03644461116912e-19,3.48353283501375,0.674706031487638,6.55020198081249,"FALSE"
"IA_CLARINDA.csv","Max.Temperature",1,"train_liear",12,8.10314017521603e-08,0.58438651564482,0.710397174332459,8.1217994197741e-08,0.865623895515614,0.705274867564981,6.81178368440418,"Inconclusive"
"IA_CLINTON_#1.csv","Max.Temperature",1,"train_liear",1,9.84328849118061e-24,-0.3221428759569,0.716057320336302,2.56507615708425e-48,-0.273191938358558,0.708433970813178,6.72466525650316,"TRUE"
